Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd,,
1772798,MALARIA_ACT_TREATED,COUNTRY,ZAF,AFR,Africa,YEAR,2020,,,,,,,,,16 028,16028,,,,2025-12-19T14:38:23Z,2020,01/01/2020,31/12/2020,,
1773679,MALARIA_ACT_TREATED,COUNTRY,PAN,AMR,Americas,YEAR,2023,,,,,,,,,19,19,,,,2025-12-19T14:38:23Z,2023,01/01/2023,31/12/2023,,
1808354,MALARIA_ACT_TREATED,COUNTRY,NIC,AMR,Americas,YEAR,2023,,,,,,,,,102,102,,,,2025-12-19T14:38:23Z,2023,01/01/2023,31/12/2023,,
1813273,MALARIA_ACT_TREATED,COUNTRY,IND,SEAR,South-East Asia,YEAR,2021,,,,,,,,,101 566,101566,,,,2025-12-19T14:38:23Z,2021,01/01/2021,31/12/2021,,
1815468,MALARIA_ACT_TREATED,COUNTRY,VNM,WPR,Western Pacific,YEAR,2020,,,,,,,,,818,818,,,,2025-12-19T14:38:23Z,2020,01/01/2020,31/12/2020,,
1836672,MALARIA_ACT_TREATED,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2021,,,,,,,,,2023,2023,,,,2025-12-19T14:38:23Z,2021,01/01/2021,31/12/2021,,
1837691,MALARIA_ACT_TREATED,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2022,,,,,,,,,1335,1335,,,,2025-12-19T14:38:23Z,2022,01/01/2022,31/12/2022,,
1858973,MALARIA_ACT_TREATED,COUNTRY,TGO,AFR,Africa,YEAR,2020,,,,,,,,,1 525 721,1525721,,,,2025-12-19T14:38:23Z,2020,01/01/2020,31/12/2020,,
1874510,MALARIA_ACT_TREATED,COUNTRY,KEN,AFR,Africa,YEAR,2019,,,,,,,,,5 004 487,5004487,,,,2025-12-19T14:38:23Z,2019,01/01/2019,31/12/2019,,
1916740,MALARIA_ACT_TREATED,COUNTRY,STP,AFR,Africa,YEAR,2018,,,,,,,,,2940,2940,,,,2025-12-19T14:38:23Z,2018,01/01/2018,31/12/2018,,
1923604,MALARIA_ACT_TREATED,COUNTRY,TGO,AFR,Africa,YEAR,2018,,,,,,,,,1 560 097,1560097,,,,2025-12-19T14:38:23Z,2018,01/01/2018,31/12/2018,,
