Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd,,
9696399,MALARIA_EST_MORTALITY,COUNTRY,MDG,AFR,Africa,YEAR,2022,,,,,,,,,29.97 [11.53-55.87],29.96656072,11.53175417,55.87230914,,2025-12-19T14:27:58Z,2022,01/01/2022,31/12/2022,,
9697923,MALARIA_EST_MORTALITY,COUNTRY,GUY,AMR,Americas,YEAR,2015,,,,,,,,,2.90 [1.32-4.88],2.899387307,1.317903321,4.876242289,,2025-12-19T14:27:58Z,2015,01/01/2015,31/12/2015,,
9702624,MALARIA_EST_MORTALITY,COUNTRY,MEX,AMR,Americas,YEAR,2003,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2003,01/01/2003,31/12/2003,,
9710312,MALARIA_EST_MORTALITY,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2017,,,,,,,,,0.29 [0.14-0.53],0.292023517,0.143039132,0.525289259,,2025-12-19T14:27:58Z,2017,01/01/2017,31/12/2017,,
9713206,MALARIA_EST_MORTALITY,COUNTRY,ETH,AFR,Africa,YEAR,2014,,,,,,,,,32.39 [7.06-79.43],32.39303224,7.064896625,79.42524845,,2025-12-19T14:27:58Z,2014,01/01/2014,31/12/2014,,
9713387,MALARIA_EST_MORTALITY,COUNTRY,COM,AFR,Africa,YEAR,2016,,,,,,,,,0.40 [0.13-0.67],0.404453846,0.134817949,0.674089743,,2025-12-19T14:27:58Z,2016,01/01/2016,31/12/2016,,
9721744,MALARIA_EST_MORTALITY,COUNTRY,GUF,AMR,Americas,YEAR,2016,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2016,01/01/2016,31/12/2016,,
9722352,MALARIA_EST_MORTALITY,GLOBAL,GLOBAL,,,YEAR,2019,,,,,,,,,13.73 [12.76-15.71],13.73279297,12.75816613,15.70538172,,2025-12-19T14:27:58Z,2019,01/01/2019,31/12/2019,,
9745191,MALARIA_EST_MORTALITY,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2021,,,,,,,,,0.09 [0.04-0.15],0.088551223,0.044275612,0.149430189,,2025-12-19T14:27:58Z,2021,01/01/2021,31/12/2021,,
9746397,MALARIA_EST_MORTALITY,COUNTRY,BFA,AFR,Africa,YEAR,2007,,,,,,,,,225.06 [208.43-243.31],225.056097,208.4254334,243.30626,,2025-12-19T14:27:58Z,2007,01/01/2007,31/12/2007,,
9746400,MALARIA_EST_MORTALITY,GLOBAL,GLOBAL,,,YEAR,2000,,,,,,,,,28.62 [27.60-29.95],28.62332602,27.60334845,29.94885484,,2025-12-19T14:27:58Z,2000,01/01/2000,31/12/2000,,
9748515,MALARIA_EST_MORTALITY,COUNTRY,HND,AMR,Americas,YEAR,2008,,,,,,,,,0.08 [0.03-0.14],0.082669668,0.027556556,0.13778278,,2025-12-19T14:27:58Z,2008,01/01/2008,31/12/2008,,
9765720,MALARIA_EST_MORTALITY,COUNTRY,COG,AFR,Africa,YEAR,2023,,,,,,,,,36.29 [31.83-45.56],36.29373666,31.82939679,45.56125498,,2025-12-19T14:27:58Z,2023,01/01/2023,31/12/2023,,
9773630,MALARIA_EST_MORTALITY,COUNTRY,PRY,AMR,Americas,YEAR,2021,,,,,,,,,0 [0-0],0,0,0,,2025-12-19T14:27:58Z,2021,01/01/2021,31/12/2021,,
9784185,MALARIA_EST_MORTALITY,COUNTRY,HND,AMR,Americas,YEAR,2004,,,,,,,,,0.18 [0.06-0.30],0.181503878,0.060501293,0.302506463,,2025-12-19T14:27:58Z,2004,01/01/2004,31/12/2004,,
9784943,MALARIA_EST_MORTALITY,GLOBAL,GLOBAL,,,YEAR,2017,,,,,,,,,14.31 [13.45-15.89],14.31461991,13.45182677,15.8870274,,2025-12-19T14:27:58Z,2017,01/01/2017,31/12/2017,,
