Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd,,,
3971996,MALARIA_IRS_COVERAGE,COUNTRY,TZA,AFR,Africa,YEAR,2017,,,,,,,,,2 759 641,2759641,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
1173771,MALARIA_IRS_COVERAGE,COUNTRY,SEN,AFR,Africa,YEAR,2015,,,,,,,,,514 833,514833,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
2928920,MALARIA_IRS_COVERAGE,COUNTRY,RWA,AFR,Africa,YEAR,2020,,,,,,,,,5 043 795,5043795,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
7819339,MALARIA_IRS_COVERAGE,COUNTRY,PRK,SEAR,South-East Asia,YEAR,2017,,,,,,,,,1 147 548,1147548,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
489653,MALARIA_IRS_COVERAGE,COUNTRY,GHA,AFR,Africa,YEAR,2017,,,,,,,,,1 868 861,1868861,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
7035942,MALARIA_IRS_COVERAGE,COUNTRY,PHL,WPR,Western Pacific,YEAR,2017,,,,,,,,,490 640,490640,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
8786784,MALARIA_IRS_COVERAGE,COUNTRY,SOM,EMR,Eastern Mediterranean,YEAR,2016,,,,,,,,,11 015,11015,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
8067132,MALARIA_IRS_COVERAGE,COUNTRY,BEN,AFR,Africa,YEAR,2021,,,,,,,,,927 007,927007,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
4003669,MALARIA_IRS_COVERAGE,COUNTRY,UGA,AFR,Africa,YEAR,2022,,,,,,,,,6 876 371,6876371,,,,2025-12-19T14:55:21Z,2022,01/01/2022,31/12/2022,,,
343757,MALARIA_IRS_COVERAGE,COUNTRY,AGO,AFR,Africa,YEAR,2022,,,,,,,,,863 135,863135,,,,2025-12-19T14:55:21Z,2022,01/01/2022,31/12/2022,,,
4041758,MALARIA_IRS_COVERAGE,COUNTRY,NIC,AMR,Americas,YEAR,2019,,,,,,,,,139 795,139795,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
6359480,MALARIA_IRS_COVERAGE,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,2019,,,,,,,,,37 663,37663,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
901533,MALARIA_IRS_COVERAGE,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,2024,,,,,,,,,76 043,76043,,,,2025-12-19T14:55:21Z,2024,01/01/2024,31/12/2024,,,
584914,MALARIA_IRS_COVERAGE,COUNTRY,MDG,AFR,Africa,YEAR,2019,,,,,,,,,1 640 183,1640183,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
2659730,MALARIA_IRS_COVERAGE,COUNTRY,ZAF,AFR,Africa,YEAR,2016,,,,,,,,,1 165 955,1165955,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
6416523,MALARIA_IRS_COVERAGE,REGION,WPR,,,YEAR,2021,,,,,,,,,1 089 490,1089490,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
5106645,MALARIA_IRS_COVERAGE,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2020,,,,,,,,,41 235,41235,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
7428271,MALARIA_IRS_COVERAGE,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2023,,,,,,,,,51 430,51430,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
9819213,MALARIA_IRS_COVERAGE,COUNTRY,GTM,AMR,Americas,YEAR,2019,,,,,,,,,4091,4091,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
1047280,MALARIA_IRS_COVERAGE,COUNTRY,MOZ,AFR,Africa,YEAR,2023,,,,,,,,,7 123 505,7123505,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
3194363,MALARIA_IRS_COVERAGE,COUNTRY,SOM,EMR,Eastern Mediterranean,YEAR,2019,,,,,,,,,82 720,82720,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
7914848,MALARIA_IRS_COVERAGE,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2023,,,,,,,,,489 746,489746,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
1594969,MALARIA_IRS_COVERAGE,COUNTRY,BWA,AFR,Africa,YEAR,2018,,,,,,,,,83 488,83488,,,,2025-12-19T14:55:21Z,2018,01/01/2018,31/12/2018,,,
8724811,MALARIA_IRS_COVERAGE,COUNTRY,BDI,AFR,Africa,YEAR,2017,,,,,,,,,848 441,848441,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
3972240,MALARIA_IRS_COVERAGE,COUNTRY,VEN,AMR,Americas,YEAR,2015,,,,,,,,,2 739 290,2739290,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
3087013,MALARIA_IRS_COVERAGE,REGION,AMR,,,YEAR,2018,,,,,,,,,1 722 927,1722927,,,,2025-12-19T14:55:21Z,2018,01/01/2018,31/12/2018,,,
1867910,MALARIA_IRS_COVERAGE,COUNTRY,GNQ,AFR,Africa,YEAR,2016,,,,,,,,,82 749,82749,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
477213,MALARIA_IRS_COVERAGE,REGION,AFR,,,YEAR,2016,,,,,,,,,51 815 973,51815973,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
8793378,MALARIA_IRS_COVERAGE,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2018,,,,,,,,,154 410,154410,,,,2025-12-19T14:55:21Z,2018,01/01/2018,31/12/2018,,,
7554662,MALARIA_IRS_COVERAGE,COUNTRY,TZA,AFR,Africa,YEAR,2016,,,,,,,,,2 405 067,2405067,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
6397629,MALARIA_IRS_COVERAGE,COUNTRY,MDG,AFR,Africa,YEAR,2020,,,,,,,,,981 936,981936,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
6985684,MALARIA_IRS_COVERAGE,REGION,AMR,,,YEAR,2021,,,,,,,,,2 410 527,2410527,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
2483048,MALARIA_IRS_COVERAGE,COUNTRY,NIC,AMR,Americas,YEAR,2016,,,,,,,,,147 801,147801,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
7358851,MALARIA_IRS_COVERAGE,COUNTRY,RWA,AFR,Africa,YEAR,2018,,,,,,,,,1 621 955,1621955,,,,2025-12-19T14:55:21Z,2018,01/01/2018,31/12/2018,,,
5764915,MALARIA_IRS_COVERAGE,COUNTRY,BEN,AFR,Africa,YEAR,2016,,,,,,,,,853 221,853221,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
173674,MALARIA_IRS_COVERAGE,COUNTRY,TCD,AFR,Africa,YEAR,2022,,,,,,,,,1 104 986,1104986,,,,2025-12-19T14:55:21Z,2022,01/01/2022,31/12/2022,,,
6252574,MALARIA_IRS_COVERAGE,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2015,,,,,,,,,70 926,70926,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
9607301,MALARIA_IRS_COVERAGE,COUNTRY,ZWE,AFR,Africa,YEAR,2015,,,,,,,,,3 548 246,3548246,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
5505088,MALARIA_IRS_COVERAGE,COUNTRY,BRA,AMR,Americas,YEAR,2019,,,,,,,,,84 126,84126,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
9275556,MALARIA_IRS_COVERAGE,COUNTRY,CRI,AMR,Americas,YEAR,2021,,,,,,,,,27 756,27756,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
5150577,MALARIA_IRS_COVERAGE,COUNTRY,ETH,AFR,Africa,YEAR,2021,,,,,,,,,6 690 048,6690048,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
3858215,MALARIA_IRS_COVERAGE,REGION,AMR,,,YEAR,2015,,,,,,,,,3 974 669,3974669,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
2746004,MALARIA_IRS_COVERAGE,COUNTRY,UGA,AFR,Africa,YEAR,2018,,,,,,,,,4 436 156,4436156,,,,2025-12-19T14:55:21Z,2018,01/01/2018,31/12/2018,,,
8421651,MALARIA_IRS_COVERAGE,REGION,AFR,,,YEAR,2017,,,,,,,,,57 113 838,57113838,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
1104670,MALARIA_IRS_COVERAGE,COUNTRY,IDN,WPR,Western Pacific,YEAR,2020,,,,,,,,,38 332,38332,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
2584411,MALARIA_IRS_COVERAGE,COUNTRY,SWZ,AFR,Africa,YEAR,2020,,,,,,,,,53 517,53517,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
6215450,MALARIA_IRS_COVERAGE,COUNTRY,SSD,AFR,Africa,YEAR,2017,,,,,,,,,153 285,153285,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
8844312,MALARIA_IRS_COVERAGE,COUNTRY,HND,AMR,Americas,YEAR,2016,,,,,,,,,360 553,360553,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
4619024,MALARIA_IRS_COVERAGE,COUNTRY,NAM,AFR,Africa,YEAR,2021,,,,,,,,,288 039,288039,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
1601661,MALARIA_IRS_COVERAGE,COUNTRY,ZWE,AFR,Africa,YEAR,2019,,,,,,,,,3 164 344,3164344,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
8971313,MALARIA_IRS_COVERAGE,COUNTRY,ZWE,AFR,Africa,YEAR,2016,,,,,,,,,3 674 932,3674932,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
2622254,MALARIA_IRS_COVERAGE,COUNTRY,GTM,AMR,Americas,YEAR,2024,,,,,,,,,24 028,24028,,,,2025-12-19T14:55:21Z,2024,01/01/2024,31/12/2024,,,
2992678,MALARIA_IRS_COVERAGE,COUNTRY,PER,AMR,Americas,YEAR,2017,,,,,,,,,62 804,62804,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
3649812,MALARIA_IRS_COVERAGE,COUNTRY,SSD,AFR,Africa,YEAR,2015,,,,,,,,,296 977,296977,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
7359117,MALARIA_IRS_COVERAGE,COUNTRY,NAM,AFR,Africa,YEAR,2019,,,,,,,,,149 306,149306,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
9003130,MALARIA_IRS_COVERAGE,COUNTRY,DOM,AMR,Americas,YEAR,2021,,,,,,,,,107 375,107375,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
1378784,MALARIA_IRS_COVERAGE,COUNTRY,ECU,AMR,Americas,YEAR,2017,,,,,,,,,667 111,667111,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
3605356,MALARIA_IRS_COVERAGE,COUNTRY,PER,AMR,Americas,YEAR,2019,,,,,,,,,59 438,59438,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
7011376,MALARIA_IRS_COVERAGE,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2019,,,,,,,,,175 654,175654,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
4092723,MALARIA_IRS_COVERAGE,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2023,,,,,,,,,38 568,38568,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
7832766,MALARIA_IRS_COVERAGE,GLOBAL,GLOBAL,,,YEAR,2017,,,,,,,,,107 822 121,107822121,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
5088147,MALARIA_IRS_COVERAGE,COUNTRY,MDG,AFR,Africa,YEAR,2022,,,,,,,,,990 154,990154,,,,2025-12-19T14:55:21Z,2022,01/01/2022,31/12/2022,,,
4067789,MALARIA_IRS_COVERAGE,COUNTRY,BLZ,AMR,Americas,YEAR,2015,,,,,,,,,36 796,36796,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
4130918,MALARIA_IRS_COVERAGE,COUNTRY,IDN,WPR,Western Pacific,YEAR,2015,,,,,,,,,53 497,53497,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
5885693,MALARIA_IRS_COVERAGE,COUNTRY,CIV,AFR,Africa,YEAR,2022,,,,,,,,,228 432,228432,,,,2025-12-19T14:55:21Z,2022,01/01/2022,31/12/2022,,,
3574104,MALARIA_IRS_COVERAGE,COUNTRY,SLV,AMR,Americas,YEAR,2020,,,,,,,,,2274,2274,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
2045981,MALARIA_IRS_COVERAGE,COUNTRY,GMB,AFR,Africa,YEAR,2015,,,,,,,,,438 234,438234,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
2413715,MALARIA_IRS_COVERAGE,COUNTRY,MDG,AFR,Africa,YEAR,2023,,,,,,,,,932 715,932715,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
5132609,MALARIA_IRS_COVERAGE,COUNTRY,LAO,WPR,Western Pacific,YEAR,2018,,,,,,,,,2052,2052,,,,2025-12-19T14:55:21Z,2018,01/01/2018,31/12/2018,,,
5182687,MALARIA_IRS_COVERAGE,COUNTRY,MEX,AMR,Americas,YEAR,2021,,,,,,,,,142 618,142618,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
9396442,MALARIA_IRS_COVERAGE,COUNTRY,PER,AMR,Americas,YEAR,2016,,,,,,,,,30 499,30499,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
237198,MALARIA_IRS_COVERAGE,COUNTRY,CPV,AFR,Africa,YEAR,2023,,,,,,,,,128 511,128511,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
6435954,MALARIA_IRS_COVERAGE,REGION,AMR,,,YEAR,2017,,,,,,,,,1 573 368,1573368,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
1142756,MALARIA_IRS_COVERAGE,COUNTRY,HND,AMR,Americas,YEAR,2022,,,,,,,,,101 386,101386,,,,2025-12-19T14:55:21Z,2022,01/01/2022,31/12/2022,,,
3201125,MALARIA_IRS_COVERAGE,COUNTRY,PRK,SEAR,South-East Asia,YEAR,2020,,,,,,,,,402 861,402861,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
3650033,MALARIA_IRS_COVERAGE,COUNTRY,BWA,AFR,Africa,YEAR,2020,,,,,,,,,152 560,152560,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
9746789,MALARIA_IRS_COVERAGE,COUNTRY,ERI,AFR,Africa,YEAR,2018,,,,,,,,,376 143,376143,,,,2025-12-19T14:55:21Z,2018,01/01/2018,31/12/2018,,,
7871001,MALARIA_IRS_COVERAGE,COUNTRY,ZAF,AFR,Africa,YEAR,2015,,,,,,,,,1 178 719,1178719,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
4663414,MALARIA_IRS_COVERAGE,REGION,SEAR,,,YEAR,2016,,,,,,,,,45 437 644,45437644,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
6777505,MALARIA_IRS_COVERAGE,COUNTRY,HND,AMR,Americas,YEAR,2017,,,,,,,,,225 027,225027,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
1200075,MALARIA_IRS_COVERAGE,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2017,,,,,,,,,253 222,253222,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
1406217,MALARIA_IRS_COVERAGE,COUNTRY,PER,AMR,Americas,YEAR,2023,,,,,,,,,76 760,76760,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
199599,MALARIA_IRS_COVERAGE,COUNTRY,IND,SEAR,South-East Asia,YEAR,2019,,,,,,,,,30 363 425,30363425,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
281732,MALARIA_IRS_COVERAGE,COUNTRY,COM,AFR,Africa,YEAR,2023,,,,,,,,,8140,8140,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
5056686,MALARIA_IRS_COVERAGE,COUNTRY,TCD,AFR,Africa,YEAR,2021,,,,,,,,,613 037,613037,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
8870227,MALARIA_IRS_COVERAGE,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,2021,,,,,,,,,116 961,116961,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
4524084,MALARIA_IRS_COVERAGE,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2021,,,,,,,,,95 754,95754,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
9449860,MALARIA_IRS_COVERAGE,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2015,,,,,,,,,329 905,329905,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
674176,MALARIA_IRS_COVERAGE,COUNTRY,BEN,AFR,Africa,YEAR,2020,,,,,,,,,1 104 928,1104928,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
2217051,MALARIA_IRS_COVERAGE,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2023,,,,,,,,,68 363,68363,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
4213836,MALARIA_IRS_COVERAGE,COUNTRY,UGA,AFR,Africa,YEAR,2020,,,,,,,,,4 671 960,4671960,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
7561676,MALARIA_IRS_COVERAGE,COUNTRY,SWZ,AFR,Africa,YEAR,2017,,,,,,,,,21 316,21316,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
9250990,MALARIA_IRS_COVERAGE,COUNTRY,MOZ,AFR,Africa,YEAR,2018,,,,,,,,,4 211 138,4211138,,,,2025-12-19T14:55:21Z,2018,01/01/2018,31/12/2018,,,
6556244,MALARIA_IRS_COVERAGE,COUNTRY,MLI,AFR,Africa,YEAR,2015,,,,,,,,,494 163,494163,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
3941335,MALARIA_IRS_COVERAGE,COUNTRY,TCD,AFR,Africa,YEAR,2023,,,,,,,,,749 291,749291,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
4061776,MALARIA_IRS_COVERAGE,COUNTRY,SAU,EMR,Eastern Mediterranean,YEAR,2022,,,,,,,,,175 285,175285,,,,2025-12-19T14:55:21Z,2022,01/01/2022,31/12/2022,,,
7618443,MALARIA_IRS_COVERAGE,COUNTRY,BLZ,AMR,Americas,YEAR,2017,,,,,,,,,37 466,37466,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
3170014,MALARIA_IRS_COVERAGE,COUNTRY,PAN,AMR,Americas,YEAR,2015,,,,,,,,,11 581,11581,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
4011048,MALARIA_IRS_COVERAGE,COUNTRY,SOM,EMR,Eastern Mediterranean,YEAR,2020,,,,,,,,,283 665,283665,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
2585039,MALARIA_IRS_COVERAGE,COUNTRY,GHA,AFR,Africa,YEAR,2018,,,,,,,,,1 855 326,1855326,,,,2025-12-19T14:55:21Z,2018,01/01/2018,31/12/2018,,,
1501246,MALARIA_IRS_COVERAGE,COUNTRY,PAN,AMR,Americas,YEAR,2022,,,,,,,,,6297,6297,,,,2025-12-19T14:55:21Z,2022,01/01/2022,31/12/2022,,,
1627607,MALARIA_IRS_COVERAGE,REGION,AMR,,,YEAR,2019,,,,,,,,,1 667 002,1667002,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
6468013,MALARIA_IRS_COVERAGE,COUNTRY,COL,AMR,Americas,YEAR,2016,,,,,,,,,1 180 400,1180400,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
8283369,MALARIA_IRS_COVERAGE,COUNTRY,BLZ,AMR,Americas,YEAR,2021,,,,,,,,,42 901,42901,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
8333847,MALARIA_IRS_COVERAGE,COUNTRY,MLI,AFR,Africa,YEAR,2020,,,,,,,,,503 043,503043,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
3973191,MALARIA_IRS_COVERAGE,COUNTRY,TZA,AFR,Africa,YEAR,2023,,,,,,,,,288 926,288926,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
7669255,MALARIA_IRS_COVERAGE,COUNTRY,SLB,WPR,Western Pacific,YEAR,2023,,,,,,,,,50 369,50369,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
34737,MALARIA_IRS_COVERAGE,COUNTRY,ERI,AFR,Africa,YEAR,2019,,,,,,,,,437 194,437194,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
5309387,MALARIA_IRS_COVERAGE,COUNTRY,COD,AFR,Africa,YEAR,2016,,,,,,,,,916 524,916524,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
3909808,MALARIA_IRS_COVERAGE,COUNTRY,NGA,AFR,Africa,YEAR,2016,,,,,,,,,130 061,130061,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
8991051,MALARIA_IRS_COVERAGE,COUNTRY,COM,AFR,Africa,YEAR,2024,,,,,,,,,49 623,49623,,,,2025-12-19T14:55:21Z,2024,01/01/2024,31/12/2024,,,
8656415,MALARIA_IRS_COVERAGE,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2022,,,,,,,,,1 529 755,1529755,,,,2025-12-19T14:55:21Z,2022,01/01/2022,31/12/2022,,,
7277523,MALARIA_IRS_COVERAGE,COUNTRY,ZMB,AFR,Africa,YEAR,2018,,,,,,,,,6 436 719,6436719,,,,2025-12-19T14:55:21Z,2018,01/01/2018,31/12/2018,,,
5803713,MALARIA_IRS_COVERAGE,COUNTRY,BWA,AFR,Africa,YEAR,2024,,,,,,,,,50 887,50887,,,,2025-12-19T14:55:21Z,2024,01/01/2024,31/12/2024,,,
263033,MALARIA_IRS_COVERAGE,COUNTRY,BRA,AMR,Americas,YEAR,2016,,,,,,,,,98 593,98593,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
1862759,MALARIA_IRS_COVERAGE,COUNTRY,BOL,AMR,Americas,YEAR,2016,,,,,,,,,12 689,12689,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
9715561,MALARIA_IRS_COVERAGE,COUNTRY,GHA,AFR,Africa,YEAR,2015,,,,,,,,,1 325 507,1325507,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
6487260,MALARIA_IRS_COVERAGE,COUNTRY,RWA,AFR,Africa,YEAR,2017,,,,,,,,,1 753 230,1753230,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
7018363,MALARIA_IRS_COVERAGE,COUNTRY,PRY,AMR,Americas,YEAR,2021,,,,,,,,,2357,2357,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
2211015,MALARIA_IRS_COVERAGE,COUNTRY,SWZ,AFR,Africa,YEAR,2023,,,,,,,,,43 318,43318,,,,2025-12-19T14:55:21Z,2023,01/01/2023,31/12/2023,,,
1225916,MALARIA_IRS_COVERAGE,COUNTRY,CPV,AFR,Africa,YEAR,2019,,,,,,,,,302 520,302520,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
10122368,MALARIA_IRS_COVERAGE,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2016,,,,,,,,,44 484,44484,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
2692570,MALARIA_IRS_COVERAGE,COUNTRY,ECU,AMR,Americas,YEAR,2022,,,,,,,,,168 165,168165,,,,2025-12-19T14:55:21Z,2022,01/01/2022,31/12/2022,,,
7631429,MALARIA_IRS_COVERAGE,COUNTRY,MLI,AFR,Africa,YEAR,2021,,,,,,,,,233 663,233663,,,,2025-12-19T14:55:21Z,2021,01/01/2021,31/12/2021,,,
6696259,MALARIA_IRS_COVERAGE,REGION,EMR,,,YEAR,2016,,,,,,,,,5 098 278,5098278,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
7258609,MALARIA_IRS_COVERAGE,COUNTRY,KEN,AFR,Africa,YEAR,2017,,,,,,,,,906 388,906388,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
5689734,MALARIA_IRS_COVERAGE,COUNTRY,VEN,AMR,Americas,YEAR,2016,,,,,,,,,29 232,29232,,,,2025-12-19T14:55:21Z,2016,01/01/2016,31/12/2016,,,
10071531,MALARIA_IRS_COVERAGE,COUNTRY,GNQ,AFR,Africa,YEAR,2022,,,,,,,,,152 472,152472,,,,2025-12-19T14:55:21Z,2022,01/01/2022,31/12/2022,,,
2698935,MALARIA_IRS_COVERAGE,COUNTRY,BGD,SEAR,South-East Asia,YEAR,2019,,,,,,,,,98 786,98786,,,,2025-12-19T14:55:21Z,2019,01/01/2019,31/12/2019,,,
1932607,MALARIA_IRS_COVERAGE,COUNTRY,SLB,WPR,Western Pacific,YEAR,2015,,,,,,,,,175 683,175683,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
7922390,MALARIA_IRS_COVERAGE,COUNTRY,NAM,AFR,Africa,YEAR,2015,,,,,,,,,386 759,386759,,,,2025-12-19T14:55:21Z,2015,01/01/2015,31/12/2015,,,
8895910,MALARIA_IRS_COVERAGE,COUNTRY,GNQ,AFR,Africa,YEAR,2018,,,,,,,,,74 416,74416,,,,2025-12-19T14:55:21Z,2018,01/01/2018,31/12/2018,,,
4137954,MALARIA_IRS_COVERAGE,COUNTRY,DOM,AMR,Americas,YEAR,2017,,,,,,,,,30 361,30361,,,,2025-12-19T14:55:21Z,2017,01/01/2017,31/12/2017,,,
8435303,MALARIA_IRS_COVERAGE,COUNTRY,COM,AFR,Africa,YEAR,2020,,,,,,,,,57 658,57658,,,,2025-12-19T14:55:21Z,2020,01/01/2020,31/12/2020,,,
